match_id,year,round,match_date,venue,crowd,home_team,away_team,home_score,away_score,match_margin,match_result,home_win_rate_last3,home_win_rate_last5,home_win_rate_last10,home_avg_score_for_last5,home_avg_score_against_last5,home_win_streak,home_rest_days,home_ladder_pts_cum_pre,home_ladder_rank_pre,home_h2h_win_rate_prior,home_h2h_games_played_prior,home_venue_games_prior,home_venue_win_rate_prior,away_win_rate_last3,away_win_rate_last5,away_win_rate_last10,away_avg_score_for_last5,away_avg_score_against_last5,away_win_streak,away_rest_days,away_ladder_pts_cum_pre,away_ladder_rank_pre,away_h2h_win_rate_prior,away_h2h_games_played_prior,away_venue_games_prior,away_venue_win_rate_prior
1992-05-23__Melbourne Cricket Ground__Melbourne Demons__North Melbourne Kangaroos,1992,10,1992-05-23,Melbourne Cricket Ground,18634.0,Melbourne Demons,North Melbourne Kangaroos,140,104,36,Home Win,0.0,0.0,0.2,86.0,119.2,0.0,7.0,6.0,9.0,0.4666666666666667,15,103,0.5242718446601942,0.3333333333333333,0.4,0.3,98.0,103.4,0.0,8.0,12.0,6.0,0.5625,16,85,0.5176470588235295
1992-05-23__Western Oval__Richmond Tigers__Western Bulldogs,1992,10,1992-05-23,Western Oval,18508.0,Western Bulldogs,Richmond Tigers,107,90,17,Home Win,0.6666666666666666,0.8,0.7,118.2,93.4,1.0,6.0,24.0,1.0,0.6363636363636364,11,81,0.6172839506172839,0.3333333333333333,0.2,0.3,108.4,136.6,1.0,6.0,8.0,8.0,0.3125,16,7,0.14285714285714285
1992-05-23__Moorabbin Oval__Brisbane Bears__St Kilda Saints,1992,10,1992-05-23,Moorabbin Oval,18360.0,St Kilda Saints,Brisbane Bears,168,60,108,Home Win,0.6666666666666666,0.8,0.6,122.6,91.4,2.0,14.0,20.0,4.0,0.6666666666666666,9,48,0.3333333333333333,0.0,0.0,0.1,68.8,136.8,0.0,6.0,6.0,9.0,0.2857142857142857,7,1,0.0
1992-05-23__Waverley Park__Collingwood Magpies__Geelong Cats,1992,10,1992-05-23,Waverley Park,60228.0,Geelong Cats,Collingwood Magpies,66,81,-15,Away Win,1.0,1.0,0.6,187.2,94.0,6.0,7.0,24.0,1.0,0.42857142857142855,14,34,0.4411764705882353,0.6666666666666666,0.6,0.7,99.8,93.6,1.0,6.0,24.0,1.0,0.5333333333333333,15,55,0.4727272727272727
1992-05-23__Princes Park__Carlton Blues__Essendon Bombers,1992,10,1992-05-23,Princes Park,27993.0,Carlton Blues,Essendon Bombers,116,64,52,Home Win,0.3333333333333333,0.4,0.5,90.6,102.6,0.0,7.0,20.0,4.0,0.375,16,82,0.6829268292682927,0.3333333333333333,0.4,0.3,116.8,134.8,0.0,7.0,12.0,6.0,0.5625,16,10,0.4
1992-05-24__Sydney Cricket Ground__Hawthorn Hawks__Sydney Swans,1992,10,1992-05-24,Sydney Cricket Ground,12217.0,Sydney Swans,Hawthorn Hawks,85,146,-61,Away Win,0.3333333333333333,0.4,0.4,100.6,97.8,0.0,7.0,14.0,2.0,0.125,16,100,0.53,1.0,0.6,0.7,127.8,100.2,3.0,8.0,20.0,1.0,0.875,16,7,0.7142857142857143
1992-05-30__Melbourne Cricket Ground__Brisbane Bears__Richmond Tigers,1992,11,1992-05-30,Melbourne Cricket Ground,13174.0,Richmond Tigers,Brisbane Bears,142,83,59,Home Win,0.3333333333333333,0.2,0.3,103.0,127.8,0.0,7.0,8.0,7.0,0.375,8,97,0.3917525773195876,0.0,0.0,0.1,62.4,152.0,0.0,7.0,6.0,8.0,0.625,8,14,0.21428571428571427
1992-05-30__Waverley Park__Carlton Blues__Melbourne Demons,1992,11,1992-05-30,Waverley Park,30177.0,Melbourne Demons,Carlton Blues,65,99,-34,Away Win,0.3333333333333333,0.2,0.2,94.4,113.8,1.0,7.0,10.0,6.0,0.5294117647058824,17,39,0.46153846153846156,0.6666666666666666,0.6,0.6,99.2,96.6,1.0,7.0,24.0,2.0,0.4,15,51,0.47058823529411764
1992-05-30__GMHBA Stadium__Geelong Cats__St Kilda Saints,1992,11,1992-05-30,GMHBA Stadium,22429.0,Geelong Cats,St Kilda Saints,129,126,3,Home Win,0.6666666666666666,0.8,0.6,174.2,88.8,0.0,7.0,24.0,2.0,0.8333333333333334,12,83,0.5903614457831325,1.0,0.8,0.6,134.6,83.8,3.0,7.0,24.0,2.0,0.07142857142857142,14,8,0.25
1992-05-31__Western Oval__Hawthorn Hawks__Western Bulldogs,1992,11,1992-05-31,Western Oval,25829.0,Western Bulldogs,Hawthorn Hawks,109,75,34,Home Win,0.6666666666666666,0.8,0.8,106.6,87.6,2.0,8.0,28.0,1.0,0.375,16,82,0.6219512195121951,1.0,0.8,0.7,137.4,95.6,4.0,7.0,24.0,2.0,0.6842105263157895,19,6,0.6666666666666666
1992-05-31__AAMI Stadium__Adelaide Crows__North Melbourne Kangaroos,1992,11,1992-05-31,AAMI Stadium,36312.0,Adelaide Crows,North Melbourne Kangaroos,142,107,35,Home Win,0.0,0.2,0.4,85.6,122.0,0.0,9.0,12.0,4.0,0.5,2,15,0.6,0.3333333333333333,0.4,0.3,98.6,103.4,0.0,8.0,12.0,4.0,0.5,2,1,0.0
1992-05-31__Melbourne Cricket Ground__Essendon Bombers__Sydney Swans,1992,11,1992-05-31,Melbourne Cricket Ground,20476.0,Essendon Bombers,Sydney Swans,116,73,43,Home Win,0.0,0.4,0.3,106.6,133.2,0.0,8.0,12.0,4.0,0.5,16,35,0.6285714285714286,0.3333333333333333,0.2,0.3,98.8,112.4,0.0,7.0,14.0,3.0,0.5333333333333333,15,27,0.37037037037037035
1992-06-05__Melbourne Cricket Ground__North Melbourne Kangaroos__West Coast Eagles,1992,12,1992-06-05,Melbourne Cricket Ground,10165.0,North Melbourne Kangaroos,West Coast Eagles,66,110,-44,Away Win,0.0,0.2,0.3,95.0,116.6,0.0,5.0,12.0,2.0,0.625,8,86,0.5116279069767442,1.0,0.8,0.5,107.2,86.4,3.0,14.0,22.0,1.0,0.42857142857142855,7,12,0.25
1992-06-06__Princes Park__Fitzroy Lions__Western Bulldogs,1992,12,1992-06-06,Princes Park,20020.0,Fitzroy Lions,Western Bulldogs,84,146,-62,Away Win,1.0,0.8,0.7,107.4,102.8,4.0,7.0,24.0,2.0,0.29411764705882354,17,57,0.47368421052631576,1.0,0.8,0.8,100.4,82.4,3.0,6.0,32.0,1.0,0.7333333333333333,15,17,0.4117647058823529
1992-06-07__Melbourne Cricket Ground__Carlton Blues__Geelong Cats,1992,12,1992-06-07,Melbourne Cricket Ground,62586.0,Carlton Blues,Geelong Cats,90,118,-28,Away Win,0.6666666666666666,0.6,0.7,94.8,87.0,2.0,8.0,28.0,1.0,0.6,15,30,0.5333333333333333,0.6666666666666666,0.8,0.7,165.0,98.6,1.0,8.0,28.0,1.0,0.36363636363636365,11,27,0.6296296296296297
1992-06-08__Waverley Park__Adelaide Crows__Hawthorn Hawks,1992,12,1992-06-08,Waverley Park,21119.0,Hawthorn Hawks,Adelaide Crows,102,103,-1,Away Win,0.6666666666666666,0.8,0.6,129.6,89.2,0.0,8.0,24.0,2.0,0.5,2,70,0.8142857142857143,0.3333333333333333,0.2,0.4,87.2,128.6,1.0,8.0,16.0,4.0,,0,1,0.0
1992-06-13__Moorabbin Oval__St Kilda Saints__Sydney Swans,1992,13,1992-06-13,Moorabbin Oval,19716.0,St Kilda Saints,Sydney Swans,157,104,53,Home Win,0.6666666666666666,0.8,0.6,127.0,79.0,1.0,5.0,28.0,2.0,0.4666666666666667,15,49,0.3469387755102041,0.0,0.2,0.3,98.2,110.6,0.0,13.0,14.0,7.0,0.5882352941176471,17,5,0.6
1992-06-14__Western Oval__Melbourne Demons__Western Bulldogs,1992,13,1992-06-14,Western Oval,19185.0,Western Bulldogs,Melbourne Demons,161,54,107,Home Win,1.0,0.8,0.8,104.0,84.8,4.0,8.0,36.0,1.0,0.375,16,83,0.6265060240963856,0.3333333333333333,0.2,0.1,79.0,110.2,0.0,7.0,10.0,5.0,0.625,16,7,0.5714285714285714
1992-06-14__People First Stadium__Brisbane Bears__Essendon Bombers,1992,13,1992-06-14,People First Stadium,6442.0,Brisbane Bears,Essendon Bombers,85,119,-34,Away Win,0.3333333333333333,0.2,0.2,69.8,121.2,1.0,7.0,10.0,5.0,0.0,8,59,0.3559322033898305,0.6666666666666666,0.4,0.5,102.8,116.2,2.0,8.0,20.0,4.0,1.0,8,8,1.0
1992-06-19__Melbourne Cricket Ground__Brisbane Bears__North Melbourne Kangaroos,1992,14,1992-06-19,Melbourne Cricket Ground,6396.0,North Melbourne Kangaroos,Brisbane Bears,137,102,35,Home Win,0.0,0.0,0.2,91.6,137.8,0.0,6.0,12.0,1.0,0.8,5,88,0.5,0.3333333333333333,0.2,0.2,74.6,118.0,0.0,5.0,10.0,2.0,0.14285714285714285,7,15,0.2
1992-06-20__Waverley Park__Hawthorn Hawks__West Coast Eagles,1992,14,1992-06-20,Waverley Park,26346.0,Hawthorn Hawks,West Coast Eagles,60,74,-14,Away Win,0.3333333333333333,0.6,0.6,117.6,86.8,1.0,7.0,28.0,3.0,0.5555555555555556,9,72,0.8055555555555556,0.6666666666666666,0.8,0.6,105.8,72.6,0.0,6.0,26.0,4.0,0.5,8,12,0.5
1992-06-20__Princes Park__Carlton Blues__Fitzroy Lions,1992,14,1992-06-20,Princes Park,21405.0,Fitzroy Lions,Carlton Blues,133,114,19,Home Win,0.3333333333333333,0.6,0.5,106.2,109.6,0.0,7.0,24.0,5.0,0.2857142857142857,14,58,0.46551724137931033,0.6666666666666666,0.6,0.6,100.4,89.0,1.0,7.0,32.0,1.0,0.8461538461538461,13,84,0.6904761904761905
1992-06-20__Melbourne Cricket Ground__Richmond Tigers__St Kilda Saints,1992,14,1992-06-20,Melbourne Cricket Ground,30922.0,Richmond Tigers,St Kilda Saints,108,157,-49,Away Win,0.3333333333333333,0.4,0.3,109.4,116.6,0.0,14.0,12.0,6.0,0.4,15,98,0.3979591836734694,0.6666666666666666,0.8,0.7,130.6,86.8,2.0,7.0,32.0,1.0,0.5714285714285714,14,18,0.2777777777777778
1992-06-21__AAMI Stadium__Adelaide Crows__Essendon Bombers,1992,14,1992-06-21,AAMI Stadium,43163.0,Adelaide Crows,Essendon Bombers,92,136,-44,Away Win,0.6666666666666666,0.4,0.4,95.8,102.2,0.0,8.0,20.0,5.0,0.0,1,16,0.625,1.0,0.6,0.6,110.6,106.8,3.0,7.0,24.0,4.0,0.5,2,1,0.0
1992-06-21__Sydney Cricket Ground__Geelong Cats__Sydney Swans,1992,14,1992-06-21,Sydney Cricket Ground,11132.0,Sydney Swans,Geelong Cats,83,158,-75,Away Win,0.0,0.2,0.2,99.8,122.8,0.0,8.0,14.0,6.0,0.3333333333333333,12,101,0.5247524752475248,1.0,0.8,0.9,137.2,107.2,3.0,8.0,36.0,2.0,0.5,14,8,0.5
1992-06-26__AAMI Stadium__Adelaide Crows__Sydney Swans,1992,15,1992-06-26,AAMI Stadium,31593.0,Adelaide Crows,Sydney Swans,149,82,67,Home Win,0.3333333333333333,0.4,0.4,101.4,115.6,0.0,5.0,20.0,1.0,0.5,2,17,0.5882352941176471,0.0,0.0,0.2,89.4,142.2,0.0,5.0,14.0,2.0,1.0,1,1,1.0
1992-06-27__Waverley Park__Carlton Blues__Richmond Tigers,1992,15,1992-06-27,Waverley Park,24072.0,Richmond Tigers,Carlton Blues,123,120,3,Home Win,0.3333333333333333,0.4,0.3,110.6,115.8,0.0,7.0,12.0,6.0,0.25,12,38,0.2894736842105263,0.3333333333333333,0.6,0.5,106.8,94.4,0.0,7.0,32.0,2.0,0.7692307692307693,13,52,0.4807692307692308
1992-06-27__Melbourne Cricket Ground__Essendon Bombers__West Coast Eagles,1992,15,1992-06-27,Melbourne Cricket Ground,32849.0,Essendon Bombers,West Coast Eagles,62,137,-75,Away Win,1.0,0.8,0.6,113.0,89.0,4.0,6.0,28.0,4.0,0.75,8,37,0.6486486486486487,0.6666666666666666,0.8,0.6,94.0,69.8,1.0,7.0,30.0,3.0,0.3333333333333333,6,13,0.3076923076923077
1992-06-27__Moorabbin Oval__North Melbourne Kangaroos__St Kilda Saints,1992,15,1992-06-27,Moorabbin Oval,22329.0,St Kilda Saints,North Melbourne Kangaroos,117,109,8,Home Win,1.0,0.8,0.8,137.0,95.4,3.0,7.0,36.0,1.0,0.2727272727272727,11,50,0.36,0.3333333333333333,0.2,0.3,105.8,137.2,1.0,8.0,16.0,5.0,0.4,10,3,0.6666666666666666
1992-06-28__GMHBA Stadium__Geelong Cats__Western Bulldogs,1992,15,1992-06-28,GMHBA Stadium,27445.0,Geelong Cats,Western Bulldogs,102,93,9,Home Win,1.0,0.8,0.9,132.6,99.0,4.0,7.0,40.0,1.0,0.5625,16,84,0.5952380952380952,0.6666666666666666,0.8,0.8,119.8,77.0,0.0,7.0,40.0,1.0,0.36363636363636365,11,6,0.16666666666666666
1992-07-03__WACA__Melbourne Demons__West Coast Eagles,1992,16,1992-07-03,WACA,23182.0,West Coast Eagles,Melbourne Demons,109,87,22,Home Win,0.6666666666666666,0.8,0.7,100.2,65.8,2.0,6.0,34.0,1.0,0.625,8,23,0.782608695652174,0.3333333333333333,0.4,0.2,89.0,110.8,1.0,5.0,14.0,2.0,0.5,10,0,
1992-07-04__Melbourne Cricket Ground__Essendon Bombers__St Kilda Saints,1992,16,1992-07-04,Melbourne Cricket Ground,42461.0,Essendon Bombers,St Kilda Saints,111,83,28,Home Win,0.6666666666666666,0.8,0.6,112.6,93.2,0.0,7.0,28.0,7.0,0.9375,16,38,0.631578947368421,1.0,0.8,0.8,126.8,105.2,4.0,7.0,40.0,2.0,0.058823529411764705,17,19,0.3157894736842105
1992-07-04__Waverley Park__Adelaide Crows__Western Bulldogs,1992,16,1992-07-04,Waverley Park,13235.0,Western Bulldogs,Adelaide Crows,143,56,87,Home Win,0.3333333333333333,0.6,0.7,117.0,79.4,0.0,6.0,40.0,2.0,0.6666666666666666,3,31,0.4838709677419355,0.3333333333333333,0.6,0.4,115.6,108.4,1.0,8.0,24.0,8.0,0.3333333333333333,3,2,0.5
1992-07-04__Victoria Park__Collingwood Magpies__Richmond Tigers,1992,16,1992-07-04,Victoria Park,31168.0,Collingwood Magpies,Richmond Tigers,161,98,63,Home Win,0.6666666666666666,0.6,0.6,78.2,74.6,2.0,13.0,36.0,4.0,0.7333333333333333,15,71,0.7183098591549296,0.3333333333333333,0.4,0.3,108.4,119.4,1.0,7.0,16.0,9.0,0.26666666666666666,15,7,0.14285714285714285
1992-07-05__Sydney Cricket Ground__Fitzroy Lions__Sydney Swans,1992,16,1992-07-05,Sydney Cricket Ground,7329.0,Sydney Swans,Fitzroy Lions,83,136,-53,Away Win,0.0,0.0,0.2,85.4,145.2,0.0,9.0,14.0,2.0,0.4666666666666667,15,102,0.5196078431372549,0.3333333333333333,0.4,0.5,97.0,120.6,0.0,7.0,28.0,1.0,0.35714285714285715,14,8,0.375
1992-07-11__People First Stadium__Brisbane Bears__Collingwood Magpies,1992,17,1992-07-11,People First Stadium,13053.0,Brisbane Bears,Collingwood Magpies,64,103,-39,Away Win,0.0,0.2,0.1,94.8,124.0,0.0,7.0,10.0,10.0,0.0,7,61,0.3442622950819672,1.0,0.6,0.6,94.2,81.0,3.0,7.0,40.0,3.0,1.0,9,6,0.8333333333333334
1992-07-11__Waverley Park__Carlton Blues__Hawthorn Hawks,1992,17,1992-07-11,Waverley Park,52481.0,Hawthorn Hawks,Carlton Blues,54,66,-12,Away Win,0.6666666666666666,0.6,0.7,105.8,93.0,2.0,7.0,36.0,5.0,0.6521739130434783,23,73,0.7945205479452054,0.3333333333333333,0.4,0.5,123.6,109.2,1.0,7.0,36.0,5.0,0.35,20,53,0.4716981132075472
1992-07-11__Moorabbin Oval__St Kilda Saints__Western Bulldogs,1992,17,1992-07-11,Moorabbin Oval,27347.0,St Kilda Saints,Western Bulldogs,84,97,-13,Away Win,0.6666666666666666,0.8,0.7,118.2,101.6,0.0,7.0,40.0,3.0,0.29411764705882354,17,51,0.37254901960784315,0.3333333333333333,0.6,0.7,123.8,75.6,1.0,7.0,44.0,1.0,0.75,16,5,0.4
1992-07-11__Princes Park__North Melbourne Kangaroos__Richmond Tigers,1992,17,1992-07-11,Princes Park,11089.0,North Melbourne Kangaroos,Richmond Tigers,119,118,1,Home Win,0.3333333333333333,0.2,0.3,106.8,132.6,0.0,14.0,16.0,7.0,0.6666666666666666,15,18,0.3333333333333333,0.3333333333333333,0.4,0.3,110.0,130.2,0.0,7.0,16.0,7.0,0.3125,16,15,0.3333333333333333
1992-07-12__Domain Stadium__Sydney Swans__West Coast Eagles,1992,17,1992-07-12,Domain Stadium,28397.0,West Coast Eagles,Sydney Swans,107,54,53,Home Win,1.0,0.8,0.8,98.4,67.6,3.0,9.0,38.0,1.0,0.5714285714285714,7,37,0.7297297297297297,0.0,0.0,0.1,85.0,143.2,0.0,7.0,14.0,4.0,0.42857142857142855,7,4,0.25
1992-07-12__Moorabbin Oval__Essendon Bombers__Fitzroy Lions,1992,17,1992-07-12,Moorabbin Oval,10265.0,Fitzroy Lions,Essendon Bombers,77,80,-3,Away Win,0.6666666666666666,0.4,0.6,105.8,119.4,1.0,7.0,32.0,2.0,0.47058823529411764,17,5,0.6,0.6666666666666666,0.8,0.6,111.6,95.2,1.0,8.0,32.0,2.0,0.6428571428571429,14,4,1.0
1992-07-17__Sydney Cricket Ground__Collingwood Magpies__Sydney Swans,1992,18,1992-07-17,Sydney Cricket Ground,15240.0,Sydney Swans,Collingwood Magpies,96,114,-18,Away Win,0.0,0.0,0.1,81.2,141.4,0.0,5.0,14.0,2.0,0.4166666666666667,12,103,0.5145631067961165,1.0,0.8,0.7,97.0,75.4,4.0,6.0,44.0,1.0,0.5,14,7,0.42857142857142855
1992-07-18__Princes Park__Brisbane Bears__Fitzroy Lions,1992,18,1992-07-18,Princes Park,6461.0,Fitzroy Lions,Brisbane Bears,73,114,-41,Away Win,0.3333333333333333,0.4,0.6,104.4,106.2,0.0,6.0,32.0,4.0,0.42857142857142855,7,59,0.4745762711864407,0.0,0.0,0.1,87.0,129.2,0.0,7.0,10.0,6.0,0.625,8,11,0.09090909090909091
1992-07-19__AAMI Stadium__Adelaide Crows__Melbourne Demons,1992,18,1992-07-19,AAMI Stadium,31963.0,Adelaide Crows,Melbourne Demons,67,116,-49,Away Win,0.3333333333333333,0.4,0.3,98.4,115.6,0.0,15.0,24.0,4.0,1.0,1,18,0.6111111111111112,0.3333333333333333,0.2,0.2,78.0,119.2,0.0,8.0,14.0,6.0,0.0,2,1,0.0
1992-07-24__Melbourne Cricket Ground__Collingwood Magpies__Essendon Bombers,1992,19,1992-07-24,Melbourne Cricket Ground,88066.0,Collingwood Magpies,Essendon Bombers,83,61,22,Home Win,1.0,1.0,0.7,104.6,79.2,5.0,7.0,48.0,1.0,0.4117647058823529,17,37,0.5675675675675675,1.0,0.8,0.7,96.4,93.2,3.0,6.0,40.0,2.0,0.6111111111111112,18,40,0.65
1992-07-25__AAMI Stadium__Adelaide Crows__Fitzroy Lions,1992,19,1992-07-25,AAMI Stadium,25597.0,Adelaide Crows,Fitzroy Lions,132,47,85,Home Win,0.3333333333333333,0.2,0.3,91.2,118.4,0.0,6.0,24.0,8.0,0.5,2,19,0.5789473684210527,0.3333333333333333,0.4,0.5,101.2,100.0,0.0,7.0,32.0,7.0,0.5,2,1,0.0
1992-07-25__Waverley Park__Hawthorn Hawks__St Kilda Saints,1992,19,1992-07-25,Waverley Park,43132.0,Hawthorn Hawks,St Kilda Saints,55,130,-75,Away Win,0.6666666666666666,0.6,0.6,93.8,87.0,1.0,7.0,40.0,5.0,0.9285714285714286,14,75,0.7866666666666666,0.3333333333333333,0.6,0.7,107.2,90.8,1.0,6.0,44.0,3.0,0.125,16,36,0.2777777777777778
1992-07-25__Western Oval__Sydney Swans__Western Bulldogs,1992,19,1992-07-25,Western Oval,12742.0,Western Bulldogs,Sydney Swans,103,57,46,Home Win,0.6666666666666666,0.4,0.7,97.2,83.4,0.0,7.0,48.0,2.0,0.5,14,84,0.6309523809523809,0.0,0.0,0.1,79.6,132.8,0.0,8.0,14.0,12.0,0.47058823529411764,17,6,0.16666666666666666
1992-07-25__Princes Park__Carlton Blues__North Melbourne Kangaroos,1992,19,1992-07-25,Princes Park,17079.0,Carlton Blues,North Melbourne Kangaroos,108,101,7,Home Win,0.6666666666666666,0.6,0.6,118.8,96.4,2.0,14.0,40.0,5.0,0.6666666666666666,15,86,0.686046511627907,0.3333333333333333,0.4,0.3,115.2,132.4,0.0,7.0,20.0,9.0,0.23076923076923078,13,19,0.3684210526315789
1992-08-01__Moorabbin Oval__Fitzroy Lions__St Kilda Saints,1992,20,1992-08-01,Moorabbin Oval,27736.0,St Kilda Saints,Fitzroy Lions,102,84,18,Home Win,0.6666666666666666,0.6,0.7,101.8,80.2,2.0,7.0,48.0,3.0,0.4117647058823529,17,52,0.36538461538461536,0.0,0.2,0.4,84.0,103.6,0.0,7.0,32.0,6.0,0.5625,16,6,0.5
1992-08-01__Melbourne Cricket Ground__Essendon Bombers__Hawthorn Hawks,1992,20,1992-08-01,Melbourne Cricket Ground,41070.0,Essendon Bombers,Hawthorn Hawks,56,216,-160,Away Win,0.6666666666666666,0.6,0.7,81.4,91.4,0.0,8.0,40.0,4.0,0.45454545454545453,22,41,0.6341463414634146,0.3333333333333333,0.6,0.5,92.8,98.2,0.0,7.0,40.0,4.0,0.5714285714285714,21,31,0.7419354838709677
1992-08-01__Waverley Park__North Melbourne Kangaroos__Western Bulldogs,1992,20,1992-08-01,Waverley Park,13373.0,Western Bulldogs,North Melbourne Kangaroos,152,105,47,Home Win,0.6666666666666666,0.6,0.7,102.6,78.4,1.0,7.0,52.0,1.0,0.5,16,32,0.5,0.3333333333333333,0.4,0.2,112.4,115.6,0.0,7.0,20.0,8.0,0.4444444444444444,18,33,0.45454545454545453
1992-08-01__Victoria Park__Collingwood Magpies__Melbourne Demons,1992,20,1992-08-01,Victoria Park,25536.0,Collingwood Magpies,Melbourne Demons,100,109,-9,Away Win,1.0,1.0,0.8,108.6,79.0,6.0,8.0,52.0,1.0,0.5789473684210527,19,72,0.7222222222222222,0.6666666666666666,0.6,0.4,105.0,94.8,2.0,7.0,22.0,7.0,0.4,15,5,0.4
1992-08-02__Sydney Cricket Ground__Carlton Blues__Sydney Swans,1992,20,1992-08-02,Sydney Cricket Ground,13265.0,Sydney Swans,Carlton Blues,130,139,-9,Away Win,0.0,0.0,0.0,74.4,121.8,0.0,8.0,14.0,4.0,0.38461538461538464,13,104,0.5096153846153846,1.0,0.6,0.6,117.4,98.2,3.0,8.0,44.0,1.0,0.6875,16,9,0.6666666666666666
1992-08-08__Princes Park__Fitzroy Lions__Geelong Cats,1992,21,1992-08-08,Princes Park,11871.0,Fitzroy Lions,Geelong Cats,68,120,-52,Away Win,0.0,0.2,0.3,83.4,102.2,0.0,7.0,32.0,5.0,0.5,14,60,0.4666666666666667,0.6666666666666666,0.6,0.7,115.0,89.8,0.0,14.0,52.0,1.0,0.4117647058823529,17,16,0.25
1992-08-08__Melbourne Cricket Ground__Essendon Bombers__Melbourne Demons,1992,21,1992-08-08,Melbourne Cricket Ground,25508.0,Melbourne Demons,Essendon Bombers,94,126,-32,Away Win,1.0,0.6,0.5,105.0,97.4,3.0,7.0,26.0,6.0,0.16666666666666666,12,106,0.5377358490566038,0.3333333333333333,0.6,0.7,80.2,107.2,0.0,7.0,40.0,4.0,0.7777777777777778,18,42,0.6190476190476191
1992-08-09__Waverley Park__Carlton Blues__St Kilda Saints,1992,21,1992-08-09,Waverley Park,50883.0,St Kilda Saints,Carlton Blues,87,122,-35,Away Win,1.0,0.6,0.7,98.8,75.2,3.0,8.0,52.0,1.0,0.13333333333333333,15,37,0.2972972972972973,1.0,0.8,0.7,122.4,97.6,4.0,7.0,48.0,3.0,0.7692307692307693,13,54,0.48148148148148145
1992-08-15__Princes Park__Carlton Blues__Western Bulldogs,1992,22,1992-08-15,Princes Park,31375.0,Carlton Blues,Western Bulldogs,136,54,82,Home Win,1.0,1.0,0.7,122.8,90.4,5.0,6.0,52.0,3.0,0.4117647058823529,17,87,0.6896551724137931,0.6666666666666666,0.8,0.7,114.4,79.0,2.0,14.0,56.0,1.0,0.4666666666666667,15,18,0.4444444444444444
1992-08-16__Sydney Cricket Ground__Melbourne Demons__Sydney Swans,1992,22,1992-08-16,Sydney Cricket Ground,8656.0,Sydney Swans,Melbourne Demons,88,139,-51,Away Win,0.0,0.0,0.0,83.4,114.8,0.0,9.0,14.0,6.0,0.4375,16,105,0.5047619047619047,0.6666666666666666,0.6,0.4,106.4,100.8,0.0,8.0,26.0,4.0,0.5,16,8,0.375
1992-08-16__Melbourne Cricket Ground__Collingwood Magpies__North Melbourne Kangaroos,1992,22,1992-08-16,Melbourne Cricket Ground,35253.0,North Melbourne Kangaroos,Collingwood Magpies,92,98,-6,Away Win,0.3333333333333333,0.4,0.3,106.4,118.2,1.0,9.0,24.0,5.0,0.4,15,90,0.5111111111111111,0.3333333333333333,0.6,0.6,92.6,82.4,0.0,8.0,52.0,1.0,0.5333333333333333,15,38,0.5789473684210527
1992-08-16__AAMI Stadium__Adelaide Crows__St Kilda Saints,1992,22,1992-08-16,AAMI Stadium,38675.0,Adelaide Crows,St Kilda Saints,93,77,16,Home Win,1.0,0.6,0.6,105.6,87.2,3.0,7.0,36.0,3.0,0.0,2,20,0.6,0.6666666666666666,0.6,0.7,99.6,77.4,0.0,7.0,52.0,1.0,1.0,3,1,1.0
1992-08-22__Waverley Park__Carlton Blues__Collingwood Magpies,1992,23,1992-08-22,Waverley Park,77357.0,Carlton Blues,Collingwood Magpies,86,102,-16,Away Win,1.0,1.0,0.7,114.2,85.2,6.0,7.0,56.0,1.0,0.631578947368421,19,55,0.4909090909090909,0.3333333333333333,0.6,0.7,91.6,88.0,1.0,6.0,56.0,1.0,0.3333333333333333,15,57,0.47368421052631576
1992-08-22__Melbourne Cricket Ground__Essendon Bombers__North Melbourne Kangaroos,1992,23,1992-08-22,Melbourne Cricket Ground,21044.0,Essendon Bombers,North Melbourne Kangaroos,139,71,68,Home Win,0.3333333333333333,0.6,0.7,83.2,109.4,1.0,14.0,44.0,3.0,0.6428571428571429,14,43,0.627906976744186,0.3333333333333333,0.2,0.3,101.0,114.2,0.0,6.0,24.0,5.0,0.35294117647058826,17,91,0.5054945054945055
1992-08-22__People First Stadium__Brisbane Bears__Sydney Swans,1992,23,1992-08-22,People First Stadium,4349.0,Brisbane Bears,Sydney Swans,129,70,59,Home Win,0.0,0.2,0.2,73.6,124.6,0.0,7.0,14.0,7.0,0.42857142857142855,7,63,0.3333333333333333,0.0,0.0,0.0,90.2,121.2,0.0,6.0,14.0,7.0,0.5,8,6,0.5
1992-08-23__Melbourne Cricket Ground__Melbourne Demons__St Kilda Saints,1992,23,1992-08-23,Melbourne Cricket Ground,30548.0,Melbourne Demons,St Kilda Saints,43,58,-15,Away Win,0.6666666666666666,0.8,0.5,121.6,91.2,1.0,7.0,30.0,6.0,0.6,15,107,0.5327102803738317,0.3333333333333333,0.6,0.6,98.2,76.6,0.0,7.0,52.0,4.0,0.4,15,20,0.3
1992-08-23__Western Oval__West Coast Eagles__Western Bulldogs,1992,23,1992-08-23,Western Oval,15695.0,Western Bulldogs,West Coast Eagles,53,23,30,Home Win,0.6666666666666666,0.6,0.6,96.6,95.0,0.0,8.0,56.0,3.0,0.14285714285714285,7,85,0.6352941176470588,1.0,0.8,0.8,104.2,77.4,4.0,9.0,58.0,2.0,0.8888888888888888,9,4,0.75
