property_id,location_id,page_url,property_type,price,location,city,province_name,latitude,longitude,baths,area,purpose,bedrooms,date_added,agency,agent,area_marla,area_raw
17107885,509,https://www.zameen.com/Property/lahore_bahria_town_lavish_5_marla_house_available_for_sale_in_bahria_town_lahore-17107885-509-1.html,House,9000000,Bahria Town,Lahore,Punjab,31.380313,74.187183,4,5 Marla,For Sale,3,07-04-2019,UPN (Universal Property Network),Zia Mustafa,5.0,5 Marla
16377885,128,https://www.zameen.com/Property/lahore_raiwind_road_2_5_marla_house_for_sale_on_raiwind_road-16377885-128-1.html,House,2800000,Raiwind Road,Lahore,Punjab,31.429249,74.230785,2,2.5 Marla,For Sale,2,06-02-2019,One 2 One Deal,Sheikh Alamgir,2.5,2.5 Marla
17294143,3075,https://www.zameen.com/Property/dha_phase_1_sector_f_dha_phase_1_defence_villas_ideal_location_defence_villa_for_sale-17294143-3075-1.html,House,21000000,DHA Defence,Islamabad,Islamabad Capital,33.508481,73.091826,3,11 Marla,For Sale,3,07-15-2019,Sami Associates,Adnan Sami,11.0,11 Marla
17400690,1006,https://www.zameen.com/Property/lahore_pak_arab_housing_society_d_block_house__for_sale-17400690-1006-1.html,House,12500000,Pak Arab Housing Society,Lahore,Punjab,31.432105,74.349117,4,5 Marla,For Sale,3,07-20-2019,RealEstate Hub Direct,Unassigned,5.0,5 Marla
17300223,3071,https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_rafi_block_park_face_8_marla_basement_ground_portion_for_rent_-17300223-3071-4.html,Lower Portion,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.102169,5,8 Marla,For Rent,4,07-15-2019,Symble Properties,Mr Safeer,8.0,8 Marla
16840624,6823,https://www.zameen.com/Property/gulistan_e_jauhar_gulistan_e_jauhar_block_1_under_construction_project_is_available_for_sale-16840624-6823-1.html,Flat,10000000,Gulistan-e-Jauhar,Karachi,Sindh,24.927151,67.119327,3,5.8 Marla,For Sale,3,06-28-2019,Mazhar Associates,Ahmed Mazhar,5.8,5.8 Marla
16850340,1483,https://www.zameen.com/Property/d_h_a_dha_phase_6_3_bedrooms_apartment_for_rent_in_dha_karachi_phase_6-16850340-1483-4.html,Flat,90000,DHA Defence,Karachi,Sindh,24.805045,67.064323,3,8 Marla,For Rent,3,07-11-2019,CITI Associates,ZEESHAN BAJWA,8.0,8 Marla
15893326,445,https://www.zameen.com/Property/islamabad_korang_town_ground_portion_is_available_for_rent-15893326-445-4.html,Lower Portion,22000,Korang Town,Islamabad,Islamabad Capital,33.579034,73.139591,0,7 Marla,For Rent,2,05-05-2019,Qadeer Real Estate & Builders,mohsin gujjar,7.0,7 Marla
17322136,509,https://www.zameen.com/Property/lahore_bahria_town_11_marla_brand_new_double_unit_house_gulbahar_block_btl-17322136-509-1.html,House,25500000,Bahria Town,Lahore,Punjab,31.380313,74.187183,6,11 Marla,For Sale,5,07-16-2019,Mash Allah Estate & Builders,Azam Ali,11.0,11 Marla
16942558,69,https://www.zameen.com/Property/lahore_cavalry_ground_house_is_available_for_sale-16942558-69-1.html,House,16000000,Cavalry Ground,Lahore,Punjab,31.500556,74.367728,0,10 Marla,For Sale,5,06-26-2019,Javaid Bhai Property Consultants,"Mr. Usman, Mr Javaid",10.0,10 Marla
14122687,1517,https://www.zameen.com/Property/lahore_t_t_aabpara_housing_society_1_kanal_beautifully_designed_grey_structure_house-14122687-1517-1.html,House,16500000,T & T Aabpara Housing Society,Lahore,Punjab,31.413355,74.239926,8,1 Kanal,For Sale,6,02-03-2019,Al Hamd Estate & Builders,Mahmood Ahmed,20.0,1 Kanal
15031606,13047,https://www.zameen.com/Property/dha_city_sector_3_dha_city_sector_3a_sector_3a__dha_city_karachi_outstanding_fresh_booking_apartment_available_for_sale-15031606-13047-1.html,Flat,12500000,DHA City Karachi,Karachi,Sindh,25.033978,67.450817,3,6.6 Marla,For Sale,3,04-06-2019,Karars Builders & Property Consultants,Sumair Karar,6.6,6.6 Marla
3968998,11579,https://www.zameen.com/Property/karachi_navy_housing_scheme_karsaz_350_yard_brand_new_6_bed_dd_navy_housing_karsaz-3968998-11579-1.html,House,105000000,Navy Housing Scheme Karsaz,Karachi,Sindh,24.893299,67.103462,6,14 Marla,For Sale,6,06-07-2019,BEC Consultants,ARehman,14.0,14 Marla
16806142,1503,https://www.zameen.com/Property/askari_askari_11_a_beautifully_built_house_at_good_location-16806142-1503-4.html,House,53000,Askari,Lahore,Punjab,31.460187,74.432459,3,10 Marla,For Rent,3,06-24-2019,Cantt Property,Khawar Nadeem,10.0,10 Marla
16823439,6738,https://www.zameen.com/Property/surjani_town_surjani_town_sector_7a__type_a__3_rooms_super_luxury_apartments_is_available_for_sale_in_surjani_town_sector_7a-16823439-6738-1.html,Flat,2800000,Gadap Town,Karachi,Sindh,25.036072,67.065954,2,3.1 Marla,For Sale,2,06-21-2019,The Landers International,Muhammad Adeel,3.1,3.1 Marla
17198183,424,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_10_marla_house_for_rent_in_pwd_islamabad_near_pakistan_town_soan_garden_and_cbr_town-17198183-424-4.html,House,50000,PWD Housing Scheme,Islamabad,Islamabad Capital,33.570792,73.145256,0,10 Marla,For Rent,0,07-09-2019,Benchmark Associate,M Hassan Imtiaz,10.0,10 Marla
12821996,720,https://www.zameen.com/Property/rawalpindi_lalkurti_house_for_rent_ordinance_road_lalkurti_near_army_public_school-12821996-720-4.html,House,35000,Lalkurti,Rawalpindi,Punjab,33.582028,73.058222,2,7 Marla,For Rent,3,10-20-2018,RealEstate Hub Direct,Unassigned,7.0,7 Marla
17045645,377,https://www.zameen.com/Property/lahore_samanabad_double_storey_house_is_available_for_sale-17045645-377-1.html,House,16500000,Samanabad,Lahore,Punjab,31.539206,74.305515,0,10 Marla,For Sale,4,07-01-2019,Al Waheed Estate & Builders,Haris Waseem,10.0,10 Marla
16792627,8550,https://www.zameen.com/Property/faisalabad_officers_colony_lower_portion_is_available_for_rent-16792627-8550-4.html,Lower Portion,25000,Officers Colony,Faisalabad,Punjab,31.429589,73.142782,0,7 Marla,For Rent,0,06-18-2019,Azeem Estate Agency,"Azeem Amjad, Amjad Hussain Shah",7.0,7 Marla
16692268,4508,https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_4_5_marla_double_storey_house_available_on_rent-16692268-4508-4.html,House,30000,Al Rehman Garden,Lahore,Punjab,31.579852,74.476962,4,5 Marla,For Rent,4,06-24-2019,Malik Hadi Estate  Builders,Anas,5.0,5 Marla
16761502,6691,https://www.zameen.com/Property/federal_b_area_federal_b_area_block_7_well_built_apartment_available_in_good_location-16761502-6691-1.html,Flat,4700000,Federal B Area,Karachi,Sindh,24.926606,67.067707,1,2.8 Marla,For Sale,2,06-20-2019,Shahzad Property Dealer,S. A Shad,2.8,2.8 Marla
16967972,1463,https://www.zameen.com/Property/malir_kazimabad_g_1_house_is_available_for_sale_at_good_location-16967972-1463-1.html,House,19500000,Malir,Karachi,Sindh,24.91059,67.18577,4,4.8 Marla,For Sale,4,06-29-2019,Asasa Estate,Ashfaq Mughal,4.8,4.8 Marla
14048137,9152,https://www.zameen.com/Property/airport_housing_society_airport_housing_society_sector_1_1_kanal_double_storey_house_for_sale-14048137-9152-1.html,House,20500000,Airport Housing Society,Rawalpindi,Punjab,33.596452,73.130761,7,1 Kanal,For Sale,7,01-05-2019,RealEstate Hub Direct,Unassigned,20.0,1 Kanal
15924516,8304,https://www.zameen.com/Property/bahria_greens_overseas_enclave_bahria_greens_overseas_enclave_sector_5_1_kanal_upper_portion_for_rent-15924516-8304-4.html,Upper Portion,50000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.502004,73.074353,3,1 Kanal,For Rent,3,05-06-2019,RealEstate Hub Direct,Unassigned,20.0,1 Kanal
17336615,1484,https://www.zameen.com/Property/d_h_a_dha_phase_7_rent_bungalow_500_yards-17336615-1484-4.html,House,225000,DHA Defence,Karachi,Sindh,24.821639,67.071691,5,1 Kanal,For Rent,4,07-17-2019,Advance Properties,Yasir Munir,20.0,1 Kanal
16733209,4137,https://www.zameen.com/Property/park_view_villas_park_view_villas_topaz_block_the_good_location_house_for_investment_purpose-16733209-4137-1.html,House,15000000,Park View Villas,Lahore,Punjab,31.455172,74.202454,5,10 Marla,For Sale,5,06-19-2019,Smart Links Associates & Builders,Abbas Shamsi,10.0,10 Marla
17168650,498,https://www.zameen.com/Property/lahore_gulshan_e_lahore_5_marla_used_house_for_sale-17168650-498-1.html,House,13000000,Gulshan-e-Lahore,Lahore,Punjab,31.424488,74.252458,4,5 Marla,For Sale,4,07-10-2019,RealEstate Hub Direct,Unassigned,5.0,5 Marla
17121481,426,https://www.zameen.com/Property/rawalpindi_airport_housing_society_5marla_ground_portion_is_available_for_rent-17121481-426-4.html,Lower Portion,13000,Airport Housing Society,Rawalpindi,Punjab,33.590885,73.133533,2,5 Marla,For Rent,1,07-05-2019,Fair Deal Real Estate,Wajahat Ali Qureshi,5.0,5 Marla
13151381,9613,https://www.zameen.com/Property/g_11_3_warda_hamna_residencia_ii_g_11_3_flat_is_available_for_rent_new_apartments_1st_entry-13151381-9613-4.html,Flat,75000,G-11,Islamabad,Islamabad Capital,33.674768,72.99846,3,7.6 Marla,For Rent,3,05-05-2019,Ash'hab Enterprises,ASH'HUBZ Google Us,7.6,7.6 Marla
17064539,4190,https://www.zameen.com/Property/state_life_housing_society_state_life_housing_phase_1_5_marla_lavish_house_for_sale_in_state_life_housing-17064539-4190-1.html,House,9000000,State Life Housing Society,Lahore,Punjab,31.446824,74.404736,4,5 Marla,For Sale,3,07-02-2019,Yaseen Associates & Builders,Muhammad Imran,5.0,5 Marla
13262494,681,https://www.zameen.com/Property/karachi_liaquatabad_penthouse_5th_floor_is_available_for_sale-13262494-681-1.html,Penthouse,4500000,Liaquatabad,Karachi,Sindh,24.903253,67.052279,2,4.8 Marla,For Sale,2,11-19-2018,RealEstate Hub Direct,Unassigned,4.8,4.8 Marla
12021331,4357,https://www.zameen.com/Property/lahore_kot_lakhpat_3_marla_triple_storey_house_for_sale-12021331-4357-1.html,House,6500000,Kot Lakhpat,Lahore,Punjab,31.448875,74.332094,4,3 Marla,For Sale,7,09-06-2018,RealEstate Hub Direct,Unassigned,3.0,3 Marla
8911850,329,https://www.zameen.com/Property/islamabad_e_11_apartment_at_khudadad_heights-8911850-329-1.html,Flat,6900000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,2,8 Marla,For Sale,2,07-04-2019,RealEstate Hub Direct,Unassigned,8.0,8 Marla
16804171,1448,https://www.zameen.com/Property/dha_defence_dha_phase_6_5_marla_beautiful_house_for_rent_in_dha_lahore_phase_6-16804171-1448-4.html,House,55000,DHA Defence,Lahore,Punjab,31.471571,74.445906,3,5 Marla,For Rent,3,07-10-2019,Relations,Aurangzaib Bhatti,5.0,5 Marla
16689612,340,https://www.zameen.com/Property/islamabad_bani_gala_the_best_house_for_living_purpose-16689612-340-4.html,House,30000,Bani Gala,Islamabad,Islamabad Capital,33.713488,73.16268,2,13 Marla,For Rent,2,06-20-2019,Madina Property Advisor,Fareed Abbassi,13.0,13 Marla
17345920,7292,https://www.zameen.com/Property/karachi_sea_view_apartments_3_bedrooms_flat_for_rent-17345920-7292-4.html,Flat,125000,Sea View Apartments,Karachi,Sindh,24.791838,67.044668,3,10.7 Marla,For Rent,3,07-17-2019,MD Real Estate,Mohsin,10.7,10.7 Marla
17341141,8137,https://www.zameen.com/Property/rawalpindi_kurri_road_double_storey_house_is_available_for_sale-17341141-8137-1.html,House,3500000,Kurri Road,Rawalpindi,Punjab,33.635881398191,73.090796470642,0,2 Marla,For Sale,0,07-17-2019,Raja Property Advisor,Raja Akbar,2.0,2 Marla
17189561,3330,https://www.zameen.com/Property/g_11_g_11_1_the_best_portion_available_for_living_purpose-17189561-3330-4.html,Lower Portion,43000,G-11,Islamabad,Islamabad Capital,33.663818,72.99526,2,7 Marla,For Rent,2,07-10-2019,AK Real Estate,Hassan Khan,7.0,7 Marla
14709109,1483,https://www.zameen.com/Property/d_h_a_dha_phase_6_brand_new_apartment_for_rent_3_bed_dd_with_lift_and_with_reserved_car_parking_phase_6_dha-14709109-1483-4.html,Flat,75000,DHA Defence,Karachi,Sindh,24.805045,67.064323,3,7.8 Marla,For Rent,3,07-14-2019,Dynamic Realtor,Muhammad Touseef,7.8,7.8 Marla
17076367,8399,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_j_portion_for_rent__sector_j_corner_spacious_home_dha_2_islamabad-17076367-8399-4.html,Upper Portion,55000,DHA Defence,Islamabad,Islamabad Capital,33.536959,73.175418,3,1 Kanal,For Rent,3,07-03-2019,Habro Estate & Builders,Mr Sheryar Hassan,20.0,1 Kanal
17396180,1503,https://www.zameen.com/Property/askari_askari_11_10_marla_3_bed_house_for_rent_in_askari_11-17396180-1503-4.html,House,52000,Askari,Lahore,Punjab,31.460187,74.432459,4,10 Marla,For Rent,3,07-20-2019,Hanzla Estate,yasir raza,10.0,10 Marla
17204247,3748,https://www.zameen.com/Property/eme_society_eme_society_block_d_a_beautifully_built_house_available_for_sale-17204247-3748-1.html,House,55000000,EME Society,Lahore,Punjab,31.434668,74.214005,5,1 Kanal,For Sale,5,07-11-2019,Abdullah Associates,Amanat Ali,20.0,1 Kanal
16956321,9889,https://www.zameen.com/Property/lahore_canal_fort_ii_double_storey_house_for_sale-16956321-9889-1.html,House,10000000,Canal Fort II,Lahore,Punjab,31.585176,74.499197,4,10 Marla,For Sale,4,06-28-2019,G. M Traders & Builders,Ghulam Muhammad,10.0,10 Marla
8642591,1483,https://www.zameen.com/Property/d_h_a_dha_phase_6_brand_new_house_for_sale-8642591-1483-1.html,House,500000000,DHA Defence,Karachi,Sindh,24.805045,67.064323,7,4 Kanal,For Sale,6,07-18-2019,RealEstate Hub Direct,Unassigned,80.0,4 Kanal
16883831,645,https://www.zameen.com/Property/faisalabad_millat_town_the_best_house_for_living_purpose_in_millat_town-16883831-645-1.html,House,3500000,Millat Town,Faisalabad,Punjab,31.493164,73.102634,0,3 Marla,For Sale,0,06-25-2019,Al Nazir Estate Advisor,Ahsan Nazir Kenth,3.0,3 Marla
17147432,6836,https://www.zameen.com/Property/gulistan_e_jauhar_gulistan_e_jauhar_block_12_farhan_classic_flat_is_available_for_sale-17147432-6836-1.html,Flat,8000000,Gulistan-e-Jauhar,Karachi,Sindh,24.916185,67.135196,2,4.2 Marla,For Sale,2,07-09-2019,METRO ESTATE & BUILDERS,Shamail Ahmed,4.2,4.2 Marla
16999483,12756,https://www.zameen.com/Property/faisalabad_samanabad_road_5_marla_double_storey_house_for_sale-16999483-12756-1.html,House,9000000,Samanabad Road,Faisalabad,Punjab,31.391063,73.071401,4,5 Marla,For Sale,7,07-03-2019,RealEstate Hub Direct,Unassigned,5.0,5 Marla
16112065,1359,https://www.zameen.com/Property/lahore_revenue_society_owner_build_double_storey_house_for_sale_solid_work-16112065-1359-1.html,House,37500000,Revenue Society,Lahore,Punjab,31.448765,74.291825,6,18 Marla,For Sale,5,05-03-2019,Expanderz,M Raheel Iftikhar,18.0,18 Marla
17095190,1786,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_jasmine_block_10_marla_brand_new_house_for_sale_bahria_town_lahore_sector_c_block_jasmine-17095190-1786-1.html,House,24000000,Bahria Town,Lahore,Punjab,31.375843,74.189715,7,10 Marla,For Sale,5,07-03-2019,HMA Properties,Waseem Subhani,10.0,10 Marla
17051378,13659,https://www.zameen.com/Property/lahore_al_jannat_housing_society_kahna_double_storey_house_is_available_for_sale-17051378-13659-1.html,House,5000000,Al-Jannat Housing Society - Kahna,Lahore,Punjab,31.360227,74.384958,3,5 Marla,For Sale,3,07-04-2019,Chohan Property Exchange Real Estate Consultant,Sadaqat Chohan,5.0,5 Marla
17305477,499,https://www.zameen.com/Property/lahore_nasheman_e_iqbal_10_marla_brand_new_single_storey_house_available_for_sale-17305477-499-1.html,House,14000000,Nasheman-e-Iqbal,Lahore,Punjab,31.432398,74.249282,0,10 Marla,For Sale,0,07-16-2019,Siddique Associates & Builders,Amir Awan,10.0,10 Marla
16657233,8349,https://www.zameen.com/Property/f_8_the_centaurus_beautiful_luxury_well_furnished_3_bedroom_apartment_nice_views-16657233-8349-4.html,Flat,350000,F-8,Islamabad,Islamabad Capital,33.707982,73.050476,5,12 Marla,For Rent,3,06-16-2019,Jeddah Property,M Zubair H Mughal,12.0,12 Marla
17259889,1672,https://www.zameen.com/Property/dha_defence_dha_phase_2_extension_apartment_for_sale-17259889-1672-1.html,Flat,8500000,DHA Defence,Karachi,Sindh,24.832117,67.063637,2,4.4 Marla,For Sale,2,07-12-2019,Arsalan Associates,Sultani,4.4,4.4 Marla
15491538,6879,https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_17_ground_floor_flat_is_available_for_sale-15491538-6879-1.html,Flat,25000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.899565,67.081322,0,7.3 Marla,For Sale,3,05-06-2019,Zakria Real Estate & Marketing,Faisal Aziz,7.3,7.3 Marla
14078674,3070,https://www.zameen.com/Property/bahria_town_phase_8_safari_valley_bahria_town_phase_8_ali_block_portion_is_available_for_rent-14078674-3070-4.html,Upper Portion,23500,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,7 Marla,For Rent,0,01-06-2019,RealEstate Hub Direct,Unassigned,7.0,7 Marla
17218047,8298,https://www.zameen.com/Property/karachi_bahria_town_karachi_flat_is_available_for_sale_merge_your_paradise_and_sports_city_balance_100_with_out_any_loss-17218047-8298-1.html,Flat,7000000,Bahria Town Karachi,Karachi,Sindh,24.894076,67.027715,2,4.9 Marla,For Sale,2,07-10-2019,Star Land Way Realtors & Builders,Malik Waseem Latif,4.9,4.9 Marla
17389734,3551,https://www.zameen.com/Property/architects_engineers_housing_society_architects_engineers_society_block_h_architect_kanal_upper_portion-17389734-3551-4.html,Upper Portion,32000,Architects Engineers Housing Society,Lahore,Punjab,31.44536,74.256978,3,1 Kanal,For Rent,2,07-19-2019,Estate Vision Property & Builders,Waheed Mirza,20.0,1 Kanal
8949655,3957,https://www.zameen.com/Property/johar_town_phase_1_johar_town_phase_1_block_f2_house_is_available_for_sale-8949655-3957-1.html,House,30000000,Johar Town,Lahore,Punjab,31.469558,74.28139,6,13 Marla,For Sale,5,07-02-2019,RealEstate Hub Direct,Unassigned,13.0,13 Marla
17280062,7217,https://www.zameen.com/Property/north_nazimabad_north_nazimabad_block_i_ground_1st_floor_house_is_available_for_sale-17280062-7217-1.html,House,65000000,North Nazimabad,Karachi,Sindh,24.948943,67.045097,0,1.2 Kanal,For Sale,2,07-14-2019,Paracha Associates,Waseem Paracha,24.0,1.2 Kanal
15044549,6822,https://www.zameen.com/Property/gulberg_town_gulshan_e_shameem_flat_for_sale_in_gulshan_e_shameem-15044549-6822-1.html,Flat,3890000,Gulberg Town,Karachi,Sindh,24.916779,67.074383,2,3.6 Marla,For Sale,2,03-07-2019,RealEstate Hub Direct,Unassigned,3.6,3.6 Marla
16053649,1483,https://www.zameen.com/Property/d_h_a_dha_phase_6_300_sq__yards_duplex_house_is_for_sale-16053649-1483-1.html,House,63000000,DHA Defence,Karachi,Sindh,24.805045,67.064323,4,12 Marla,For Sale,4,05-06-2019,Alpha Properties,Fayyaz,12.0,12 Marla
16719855,764,https://www.zameen.com/Property/islamabad_g_15_flat_available_on_installments_down_payment_15_lac-16719855-764-1.html,Flat,10000000,G-15,Islamabad,Islamabad Capital,33.631486,72.926559,3,6.9 Marla,For Sale,3,06-17-2019,Skyl Group,Engr Waseem Cheema,6.9,6.9 Marla
9583351,7193,https://www.zameen.com/Property/north_karachi_north_karachi_sector_11l_3_bed_apartment_for_sale_at_sanober_cottages-9583351-7193-1.html,Flat,7000000,North Karachi,Karachi,Sindh,24.983025,67.0681,2,4.8 Marla,For Sale,3,07-17-2019,RealEstate Hub Direct,Unassigned,4.8,4.8 Marla
17345972,509,https://www.zameen.com/Property/lahore_bahria_town_10_marla_brand_new_house_gulmohar_block_sector_c_btl-17345972-509-1.html,House,20500000,Bahria Town,Lahore,Punjab,31.380313,74.187183,6,10 Marla,For Sale,5,07-17-2019,Mash Allah Estate & Builders,Azam Ali,10.0,10 Marla
17174014,10011,https://www.zameen.com/Property/bahria_town_precinct_2_bahria_town_quaid_villas_quaid_villa_is_available_for_rent-17174014-10011-4.html,House,54000,Bahria Town Karachi,Karachi,Sindh,25.005301,67.30881,3,8 Marla,For Rent,3,07-09-2019,Real Investment Consultants,Boez Ayub,8.0,8 Marla
16523170,352,https://www.zameen.com/Property/faisalabad_others_house_is_available_for_sale-16523170-352-1.html,House,7500000,Others,Faisalabad,Punjab,31.4187,73.0791,0,5 Marla,For Sale,0,05-18-2019,Awami Estate Agency,Musawar Zia,5.0,5 Marla
13240873,3969,https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_block_j_10_marla_prime_location_house_near_canal_road-13240873-3969-1.html,House,27500000,Johar Town,Lahore,Punjab,31.472596,74.257278,5,10 Marla,For Sale,5,06-11-2019,Casa Estate & Developers,Khawaja Talha Humayun,10.0,10 Marla
15143454,8204,https://www.zameen.com/Property/khayaban_e_amin_khayaban_e_amin_block_e_5_marla_house_is_available_for_sale-15143454-8204-1.html,House,6800000,Khayaban-e-Amin,Lahore,Punjab,31.380093,74.264481,2,5 Marla,For Sale,3,03-05-2019,Green Wood Estate & Builders,Zeeshan Naveed,5.0,5 Marla
17039032,681,https://www.zameen.com/Property/karachi_liaquatabad_great_opportunity_for_you_to_have_the_property_of_your_choice-17039032-681-1.html,Upper Portion,2400000,Liaquatabad,Karachi,Sindh,24.903253,67.052279,1,1.8 Marla,For Sale,2,07-02-2019,Invest Property Point,Tasneem Sheikh,1.8,1.8 Marla
17237764,6694,https://www.zameen.com/Property/federal_b_area_federal_b_area_block_10_4th_floor_flat_available_for_sale_federal_b_area_block_10-17237764-6694-1.html,Flat,8000000,Federal B Area,Karachi,Sindh,24.932755,67.065818,0,5.3 Marla,For Sale,0,07-11-2019,Shah Estate & Builders,Dilawar,5.3,5.3 Marla
17043288,5047,https://www.zameen.com/Property/samundari_road_sehgal_city_house_is_available_for_sale-17043288-5047-1.html,House,3000000,Samundari Road,Faisalabad,Punjab,31.34583,73.068523,0,2.5 Marla,For Sale,0,07-03-2019,City Property Advisor,"M. Usman, Mian Shahid",2.5,2.5 Marla
15753269,232,https://www.zameen.com/Property/karachi_gulistan_e_jauhar_portion_is_available_for_rent-15753269-232-4.html,Lower Portion,25000,Gulistan-e-Jauhar,Karachi,Sindh,24.926606,67.130384,0,4.8 Marla,For Rent,0,04-19-2019,RealEstate Hub Direct,Unassigned,4.8,4.8 Marla
17028931,1622,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_block_n_1_kanal_brand_new_house_for_sale_with_best_offer-17028931-1622-1.html,House,47500000,DHA Defence,Lahore,Punjab,31.487455,74.468894,6,1 Kanal,For Sale,5,07-01-2019,Summit Estate,Seinum Qureshi,20.0,1 Kanal
17303635,10610,https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_safari_homes_double_story_house_is_available_for_rent-17303635-10610-4.html,House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.108691,3,8 Marla,For Rent,3,07-17-2019,Mian Estate & Builders,Mian Estate,8.0,8 Marla
14452547,8484,https://www.zameen.com/Property/dha_phase_5_badar_commercial_area_2_bedroom_well_maintain__apartment__for_sale_in_badar_commercial_dha_phase_5-14452547-8484-1.html,Flat,7500000,DHA Defence,Karachi,Sindh,24.798481,67.045716,2,4 Marla,For Sale,2,06-05-2019,Aklins Properties,Muhammad Sarfraz,4.0,4 Marla
16579755,9996,https://www.zameen.com/Property/lahore_lalazaar_garden_here_is_a_good_opportunity_to_live_in_a_well_built_house-16579755-9996-1.html,House,9500000,Lalazaar Garden,Lahore,Punjab,31.509067,74.246771,3,4 Marla,For Sale,3,07-03-2019,Malaika Estate & Builders,Ashfaq Bhatti,4.0,4 Marla
16038241,163,https://www.zameen.com/Property/islamabad_f_11_lower_ground_furnished_apartment_is_available_for_rent-16038241-163-4.html,Flat,40000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,0,5 Marla,For Rent,0,05-18-2019,Zamin Property,Syed Fazail Kazmi,5.0,5 Marla
16941214,174,https://www.zameen.com/Property/islamabad_i_8_60x90_well_settled_double_storey_corner_house_for_sale-16941214-174-1.html,House,82500000,I-8,Islamabad,Islamabad Capital,33.668497,73.07416,6,1.2 Kanal,For Sale,6,06-26-2019,Madni Associates,Rana BilalRana M Sher,24.0,1.2 Kanal
15444311,11972,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_sector_b1_5_marla_brand_new_house_available_for_rent_in_sector_b1_bahria_enclave_islamabad-15444311-11972-4.html,House,50000,Bahria Town,Islamabad,Islamabad Capital,33.698472,73.223812,3,5 Marla,For Rent,3,06-16-2019,Aaliyan Enterprises,Umer javed,5.0,5 Marla
16549062,1252,https://www.zameen.com/Property/faisalabad_gulshan_e_madina_beautiful_double_storey_house_for_sale_in_gulshanemadina_phase_ii-16549062-1252-1.html,House,17000000,Gulshan e Madina,Faisalabad,Punjab,31.421696,73.118615,6,12 Marla,For Sale,4,06-17-2019,RealEstate Hub Direct,Unassigned,12.0,12 Marla
17390947,4890,https://www.zameen.com/Property/east_canal_road_abdullah_gardens_here_is_a_good_opportunity_to_live_in_a_well_built_house-17390947-4890-1.html,House,60000000,Canal Road,Faisalabad,Punjab,31.449026,73.168873,0,1.1 Kanal,For Sale,0,07-22-2019,Pasha Estate,"S. A Pasha, Ahsan Pasha",22.0,1.1 Kanal
16563667,534,https://www.zameen.com/Property/faisalabad_satiana_road_house_is_available_for_rent-16563667-534-4.html,House,35000,Satiana Road,Faisalabad,Punjab,31.37861,73.129245,0,5 Marla,For Rent,4,06-16-2019,Al Qasim Estate Agency,"Daud Ahmad(Co-CEO), Shafique Arshad Waince(Co-CEO), Zafar Iqbal Bajwa (CEO)",5.0,5 Marla
12602516,4030,https://www.zameen.com/Property/military_accounts_housing_society_military_accounts_society_block_a_house_for_sale-12602516-4030-1.html,House,16000000,Military Accounts Housing Society,Lahore,Punjab,31.421742,74.282985,0,8 Marla,For Sale,0,10-06-2018,RealEstate Hub Direct,Unassigned,8.0,8 Marla
13175081,1418,https://www.zameen.com/Property/islamabad_i_12_pha_ground_floor_flat_for_sale_in_i_12_islamabad-13175081-1418-1.html,Flat,3800000,I-12,Islamabad,Islamabad Capital,33.629628,73.002419,2,4 Marla,For Sale,2,12-06-2018,RealEstate Hub Direct,Unassigned,4.0,4 Marla
15602109,79,https://www.zameen.com/Property/lahore_faisal_town_brand_new_10_marla_house_for_sale-15602109-79-1.html,House,21500000,Faisal Town,Lahore,Punjab,31.478013,74.304285,6,10 Marla,For Sale,4,06-19-2019,RealEstate Hub Direct,Unassigned,10.0,10 Marla
15011693,6848,https://www.zameen.com/Property/gulistan_e_jauhar_sindh_baloch_housing_society_200_square_yards_house_for_sale-15011693-6848-1.html,House,24500000,Gulistan-e-Jauhar,Karachi,Sindh,24.913043,67.138229,7,8 Marla,For Sale,6,03-19-2019,RealEstate Hub Direct,Unassigned,8.0,8 Marla
14750265,6827,https://www.zameen.com/Property/gulistan_e_jauhar_gulistan_e_jauhar_block_3_a_kings_palm_residency_3_bed_corner_west_open_flat-14750265-6827-1.html,Flat,16000000,Gulistan-e-Jauhar,Karachi,Sindh,24.923142,67.134826,4,8 Marla,For Sale,3,07-02-2019,Shah Associates,Shahzaib Ali,8.0,8 Marla
